CONTAINERNUMBER,ADDRESS,LATITUDE,LONGITUDE,FRACTION,COUNTER,FILLHEIGHT,DATE,TEMPERATURE
'2923','Solhøgda-Beringsgate','58.9481850','5.7293417','Bio','49','581','23.04.2019','21'
'2704','Solhøgda-Hj.Johansensgt','58.9481733','5.7262117','Restavfall','143','1249','23.04.2019','1'
'2649','Solhøgda-Hj.Johansensgt','58.9481733','5.7262117','Papir','127','2195','23.04.2019','29'
'1508','Solhøgda-Hj.Johansensgt','58.9481733','5.7262117','Bio','47','1089','23.04.2019','19'
'1499','Solhøgda-Hj.Johansensgt','58.9481733','5.7262117','Glass/metall','0','2234','23.04.2019','19'
'3122','Solsletta - 5, Saxemarka','58.9467545','5.7180581','Papir','104','1552','23.04.2019','19'
'1829','Solsletta - 5, Saxemarka','58.9467545','5.7180581','Restavfall','138','1705','23.04.2019','17'
'3117','Solsletta - 5, Saxemarka','58.9467545','5.7180581','Bio','49','2223','11.04.2019','31'
'1594','Solsletta -2 v/ P-plass','58.9447174','5.7225485','Restavfall','136','1229','23.04.2019','21'
'1584','Solsletta -2 v/ P-plass','58.9447174','5.7225485','Papir','37','1110','18.04.2019','17'
'1593','Solsletta -2 v/ P-plass','58.9447174','5.7225485','Bio','68','2223','11.04.2019','15'
'1577','Solsletta -3 v/ garasje','58.9466209','5.7190919','Papir','49','1408','18.04.2019','17'
'1587','Solsletta -3 v/ garasje','58.9466209','5.7190919','Bio','86','0','23.04.2019','17'
'2989','Solsletta -3 v/ garasje','58.9466209','5.7190919','Restavfall','172','1403','23.04.2019','17'
'2846','Solsletta v/ grusbane','58.9457017','5.7211217','Papir','41','883','23.04.2019','19'
'1389','Solsletta-1 v/ grusbane','58.9457017','5.7211217','Restavfall','253','2046','23.04.2019','29'
'3546','Solsletta-1 v/ grusbane','58.9457017','5.7211217','Bio','110','2223','23.04.2019',' '
'1585','Solsletta-4 v/ Polarveien','58.9465103','5.7212667','Restavfall','234','1165','23.04.2019','19'
'3482','Solsletta-4 v/ Polarveien','58.9465103','5.7212667','Bio','117','2223','11.04.2019',' '
'1287','Solsletta-4 v/Polarveien ','58.9465103','5.7212667','Papir','46','1393','23.04.2019','19'
'1059','Soltun - 2','58.9471800','5.7053600','Glass/metall','0','2156','27.02.2019','15'
'911','Soltun - 2','58.9471800','5.7053600','Bio','50','0','23.04.2019','17'
'3368','Soltun - 2','58.9471800','5.7053600','Papir','34','2223','17.04.2019','27'
'2922','Soltun - 2','58.9471800','5.7053600','Restavfall','108','1134','23.04.2019','17'
'800','Soltun - 3','58.9485800','5.7049300','Restavfall','16','1656','23.04.2019','15'
'1017','Soltun - 3','58.9485800','5.7049300','Papir','0','974','23.04.2019','15'
'755','Soltun - 3','58.9485800','5.7049300','Bio','48','1128','23.04.2019','17'
'894','Soltun - 5','58.9496317','5.7008833','Bio','37','0','23.04.2019','15'
'1040','Soltun - 5','58.9496317','5.7008833','Papir','24','1206','23.04.2019','15'
'1999','Soltun - 5','58.9496317','5.7008833','Restavfall','15','805','23.04.2019','1'
'2088','Soltun 1','58.9468300','5.7035933','Restavfall','21','829','23.04.2019','1'
'2301','Soltun 1','58.9468300','5.7035933','Papir','32','1035','23.04.2019','19'
'2958','Soltun 1','58.9468300','5.7035933','Bio','45','1212','23.04.2019','19'
'2730','Soltun 2','58.9471800','5.7053600','Restavfall','57','2341','02.04.2019','0'
'3651','Soltun 4','58.9496100','5.7038700','Bio','69','557','16.04.2019',' '
'3665','Soltun 4','58.9496100','5.7038700','Restavfall','0','2360','23.04.2019',' '
'3668','Soltun 4','58.9496100','5.7038700','Papir','57','1153','23.04.2019',' '
'2011','Soltun 4','58.9496100','5.7038700','Glass/metall','0','859','23.04.2019','1'
'3220','Soltun 4','58.9496100','5.7038700','Restavfall','34','984','18.04.2019',' '
'3611','Soltun 6','58.9490826','5.6983363','Restavfall','22','2083','23.04.2019','15'
'804','Soltun 6','58.9490826','5.6983363','Papir','47','1619','23.04.2019','17'
'1027','Soltun 6','58.9490826','5.6983363','Bio','67','0','23.04.2019','15'
'1549','Soltunet og Åsetunet BRL','58.8346710','5.7183766','Restavfall','204','1233','23.04.2019','21'
'1737','Soltunet og Åsetunet BRL','58.8346710','5.7183766','Glass/metall','97','1344','23.04.2019','21'
'2045','Soltunet og Åsetunet BRL','58.8346710','5.7183766','Papir','122','1931','23.04.2019','17'
'2254','Soltunet og Åsetunet BRL','58.8346710','5.7183766','Bio','231','1365','29.03.2019','29'
'2019','Solvang barnehage','58.9690628','5.7244716','Papir','12','1841','20.04.2019','23'
'3815','Solvang barnehage','58.9690628','5.7244716','Restavfall','69','1629','23.04.2019','3'
'2885','Solåsen BRL','58.9018380','5.7213553','Restavfall','171','904','23.04.2019','23'
'2890','Solåsen BRL','58.9018380','5.7213553','Restavfall','72','1275','23.04.2019','21'
'2880','Solåsen BRL','58.9018380','5.7213553','Papir','60','1703','23.04.2019','23'
'2894','Solåsen BRL','58.9018380','5.7213553','Bio','107','2223','21.04.2019','23'
'2883','Solåsen BRL','58.9018380','5.7213553','Glass/metall','0','1599','23.04.2019','21'
'3663','Soma Rusbolig','58.8627033','5.7004867','Papir','34','1074','23.04.2019',' '
'3620','Soma Rusbolig','58.8627033','5.7004867','Restavfall','59','2360','23.04.2019','17'
'3676','Soma Rusbolig','58.8627033','5.7004867','Bio','2','2360','23.04.2019',' '
'2042','Sporafjell','58.7880717','5.6099800','Restavfall','30','1036','23.04.2019','19'
'1314','Sporafjell Klepp','58.7880717','5.6099800','Papir','43','1023','23.04.2019','17'
'3302','Sporafjell Klepp','58.7880717','5.6099800','Papir','23','2321','21.04.2019','23'
'1453','Sporafjell Klepp','58.7880717','5.6099800','Bio','54','1977','23.04.2019','15'
'1370','Sporafjell Klepp','58.7880717','5.6099800','Bio','30','2284','23.04.2019','15'
'1404','Sporafjell Klepp','58.7880717','5.6099800','Restavfall','17','1570','23.04.2019','15'
'2852','Sporafjell Klepp','58.7880717','5.6099800','Glass/metall','21','1454','23.04.2019','15'
'1417','Sporafjell Klepp','58.7880717','5.6099800','Restavfall','77','0','23.04.2019','17'
'336','Sporen','58.9222100','5.7237800','Restavfall','123','1481','23.04.2019','17'
'1045','Sporen','58.9222100','5.7237800','Papir','31','1583','23.04.2019','17'
'1107','Sporen','58.9222100','5.7237800','Bio','128','2223','12.04.2019',' '
'3816','Stadiontunet','58.8937950','5.6619283','Rest-næring','17','60','23.04.2019','29'
'2491','Stadiontunet Bryne','58.7284550','5.6521083','Restavfall','134','1212','23.04.2019','19'
'2488','Stadiontunet Bryne','58.7284550','5.6521083','Papir','23','1071','23.04.2019','17'
'3597','Stadiontunet Bryne','58.7284550','5.6521083','Bio','142','2243','23.04.2019','19'
'2486','Stadiontunet Bryne','58.7284550','5.6521083','Glass/metall','42','1260','23.04.2019','17'
'1063','Stangeland skole','58.8792496','5.6559834','Rest-næring','0','1618','23.04.2019','17'
'3540','Stangeland skole','58.8792496','5.6559834','Papir-næring','81','1688','23.04.2019','17'
'2982','Stangeland skole-Sandnes','58.8561433','5.7169217','Rest-næring','7','1294','17.04.2019','19'
'2864','Stangeland skole-Sandnes','58.8561433','5.7169217','Papir-næring','53','267','23.04.2019','21'
'1781','Stasjonen Mega Ålgård','58.7703438','5.8449769','Restavfall','67','1955','23.04.2019','17'
'1778','Stasjonen Mega Ålgård','58.7703438','5.8449769','Restavfall','116','1831','23.04.2019','1'
'1812','Stasjonen Mega Ålgård','58.7703438','5.8449769','Bio','30','2266','23.04.2019','1'
'1771','Stasjonen Mega Ålgård','58.7703438','5.8449769','Papir','138','1532','23.04.2019',' '
'1805','Stasjonen Mega Ålgård','58.7703438','5.8449769','Glass/metall','43','737','23.04.2019','21'
'2997','Stavanger Offshore-tek','58.9822214','5.7149547','Rest-næring','4','1320','23.04.2019','21'
'3001','Stavanger Offshore-tek','58.9822214','5.7149547','Papir-næring','2','1753','23.04.2019','19'
'3011','Stavanger Offshore-tek','58.9822214','5.7149547','Bio-næring','4','2223','23.04.2019','21'
'1892','Steinerskolen Stavanger','58.9382150','5.7341317','Rest-næring','47','1374','23.04.2019','1'
'1961','Steinerskolen Stavanger','58.9382150','5.7341317','Papir-næring','57','1120','23.04.2019','19'
'1924','Steinerskolen Stavanger','58.9382150','5.7341317','Bio-næring','35','1894','23.04.2019','1'
'1849','Steinhagen barnehage','58.9666332','5.7547293','Rest-næring','145','781','23.04.2019','19'
'3601','Steinhagen barnehage','58.9666332','5.7547293','Papir-næring','49','1975','23.04.2019','19'
'930','Stokka barnehage','58.9628868','5.6911783','Bio-næring','6','0','23.04.2019','19'
'999','Stokka barnehage','58.9628868','5.6911783','Papir-næring','0','1669','23.04.2019','17'
'3381','Stokka barnehage','58.9628868','5.6911783','Rest-næring','100','44','23.04.2019','17'
'3372','Stokkadalen barnehager','58.9689550','5.7068383','Rest-næring','54','2195','23.04.2019',' '
'3591','Stokkadalen barnehager','58.9689550','5.7068383','Papir-næring','31','2321','23.04.2019','21'
'3189','Stokkahallet','58.9632483','5.6887350','Restavfall','226','1669','23.04.2019','17'
'2427','Stokkahallet','58.9632483','5.6887350','Papir','73','1956','23.04.2019','17'
'1042','Stokkahallet','58.9632483','5.6887350','Bio','43','0','23.04.2019','17'
'3459','Stokkavannet Plataa','58.9609500','5.6836533','Papir','77','1832','23.04.2019','21'
'1952','Stokkavannet Plataa','58.9609500','5.6836533','Bio','105','2223','10.04.2019','15'
'2285','Stokkavannet Plataa','58.9609500','5.6836533','Restavfall','31','2091','23.04.2019','19'
'2609','Stokkaveien 21','58.9709000','5.7207700','Restavfall','104','2016','23.04.2019','21'
'756','Stokkaveien 21','58.9709000','5.7207700','Papir','123','1531','23.04.2019','19'
'745','Stokkaveien 21','58.9709000','5.7207700','Bio','76','1847','23.04.2019','17'
'3782','Storaberget-Stavanger',,,'Restavfall','260','377','23.04.2019',' '
'3825','Storaberget-Stavanger',,,'Restavfall','67','378','23.04.2019',' '
'3776','Storaberget-Stavanger',,,'Bio','64','1654','23.04.2019',' '
'3693','Storaberget-Stavanger',,,'Papir','70','60','23.04.2019','41'
'1850','Storaberget-Stavanger',,,'Glass/metall','0','617','22.04.2019',' '
'2681','Storasteinen','58.8499908','5.7043118','Papir','59','2223','12.04.2019','1'
'1116','Storasteinen','58.8499908','5.7043118','Restavfall','16','872','23.04.2019','19'
'3106','Storasteinen','58.8499908','5.7043118','Bio','24','2301','11.04.2019','15'
'1424','Storden','58.9956250','5.6812667','Papir','33','1555','23.04.2019','17'
'2822','Storden','58.9956250','5.6812667','Restavfall','171','1128','23.04.2019','19'
'2714','Storden','58.9956250','5.6812667','Bio','90','2223','10.04.2019','11'
'3735','Storevarden skole','58.9391160','5.5761530','Rest-næring','8','378','23.04.2019',' '
'3744','Storevarden skole','58.9391160','5.5761530','Papir-næring','13','422','23.04.2019',' '
'1958','Storh.-Langgaten-2','58.9676018','5.7391100','Papir','0','1660','23.04.2019','1'
'1515','Storh.-PedersgBrattebergg','58.9698982','5.7464200','Rest-vask','0','965','23.04.2019','23'
'2682','Storh.-PedersgBrattebergg','58.9698982','5.7464200','Papir','0','402','23.04.2019','19'
'3856','Storhagen','58.9550150','5.7530300','Glass/metall','186','0','23.04.2019',' '
'649','Storhagen','58.9550150','5.7530300','Restavfall','381','1408','23.04.2019','19'
'1741','Storhagen','58.9550150','5.7530300','Papir','52','993','23.04.2019','21'
'2986','Storhagen','58.9550150','5.7530300','Bio','114','2223','16.04.2019','19'
'1670','Storhaug - Normannsgate','58.9691667','5.7447617','Bio','0','2360','12.04.2019',' '
'2386','Storhaug skole','58.9665150','5.7416790','Papir-næring','51','1417','23.04.2019','19'
'2113','Storhaug skole','58.9665150','5.7416790','Bio-næring','31','1412','16.04.2019','1'
'3595','Storhaug skole','58.9665150','5.7416790','Rest-næring','38','2301','20.04.2019','17'
'2342','Storhaug-ABC','58.9703975','5.7385135','Papir','0','1860','23.04.2019','19'
'1192','Storhaug-ABC','58.9703975','5.7385135','Bio','0','2223','12.04.2019','23'
'2035','Storhaug-ABC','58.9703975','5.7385135','Rest-vask','0','894','23.04.2019','1'
'2723','Storhaug-Arbeidergt','58.9707390','5.7485883','Rest-vask','0','770','23.04.2019','25'
'1602','Storhaug-Arbeidergt','58.9707390','5.7485883','Papir','0','1391','23.04.2019',' '
'2731','Storhaug-Breibakken','58.9678078','5.7379131','Bio','0','2223','29.03.2019','1'
'2711','Storhaug-Breibakken','58.9678078','5.7379131','Papir','0','469','23.04.2019','21'
'2858','Storhaug-Breibakken','58.9678078','5.7379131','Rest-vask','0','1860','23.04.2019','15'
'3529','Storhaug-Grensesteinsgata','58.9696581','5.7480610','Bio','0','2223','12.04.2019','21'
'3541','Storhaug-Grensesteinsgate','58.9696581','5.7480610','Rest-vask','0','1276','23.04.2019','23'
'1253','Storhaug-Grensesteinsgt','58.9696581','5.7480610','Papir','0','770','23.04.2019','19'
'1150','Storhaug-Kongsteinsgt','58.9690600','5.7386383','Restavfall','0','0','23.04.2019',' '
'3846','Storhaug-Kongsteinsgt','58.9690600','5.7386383','Papir','0','378','23.04.2019',' '
'2612','Storhaug-Langgt - 2','58.9676018','5.7391100','Rest-vask','0','1804','23.04.2019','31'
'2797','Storhaug-Langgt. -1','58.9696138','5.7397629','Rest-vask','0','1358','23.04.2019','25'
'796','Storhaug-Langgt. -1','58.9696138','5.7397629','Papir','0','393','23.04.2019','19'
'1669','Storhaug-Langgt.-2','58.9676018','5.7391100','Bio','0','2223','12.04.2019',' '
'552','Storhaug-N.Dalgate','58.9695680','5.7412876','Papir','0','1465','23.04.2019','15'
'3845','Storhaug-N.Dalgate','58.9695680','5.7412876','Bio','0','1247','12.04.2019',' '
'557','Storhaug-N.Dalgate','58.9695680','5.7412876','Rest-vask','0','1360','23.04.2019','19'
'2628','Storhaug-N.Dalgt-St.h.gt','58.9694700','5.7431700','Bio','0','2223','12.04.2019','21'
'1809','Storhaug-N.Dalgt-St.h.gt','58.9694700','5.7431700','Papir','0','955','23.04.2019','1'
'2017','Storhaug-N.Dalgt-St.h.gt','58.9694700','5.7431700','Restavfall','0','60','22.04.2019','8'
'1506','Storhaug-Normannsgt','58.9691667','5.7447617','Papir','0','1208','23.04.2019',' '
'2720','Storhaug-Normannsgt.','58.9691667','5.7447617','Rest-vask','0','461','23.04.2019','23'
'3149','Storhaug-Pedersbakken','58.9695842','5.7362306','Papir','0','1860','15.03.2019','19'
'1277','Storhaug-Pedersbakken','58.9695842','5.7362306','Rest-vask','0','885','08.03.2019','21'
'3511','Storhaug-Pedersgt-St.h.gt','58.9699841','5.7434741','Rest-vask','0','796','23.04.2019','25'
'3512','Storhaug-Pedersgt-St.h.gt','58.9699841','5.7434741','Papir','0','216','23.04.2019','5'
'1410','Storhaug-Spilderhauggate','58.9702383','5.7504683','Rest-vask','0','0','23.04.2019',' '
'971','Storhaug-Spilderhauggt','58.9702383','5.7504683','Papir','0','339','23.04.2019','19'
'3746','Storhaug-Spilderhauggt','58.9702383','5.7504683','Bio','0','2341','12.04.2019','17'
'312','Storhaug-StoreSkippergt','58.9688110','5.7412367','Papir','0','857','23.04.2019','17'
'3517','Storhaug-StoreSkippergt','58.9688110','5.7412367','Rest-vask','0','0','23.04.2019','29'
'2341','Storhaug-StoreSkippergt','58.9688110','5.7412367','Bio','0','0','30.06.2018',' '
'566','Storhaug-Tårngata vJoker','58.9673500','5.7402501','Rest-vask','0','1802','23.04.2019','1'
'582','Storhaug-Tårngt vJoker','58.9673500','5.7402501','Papir','0','1344','23.04.2019','19'
'264','Storhaug-Tårngt-Vinkelgt','58.9704400','5.7405900','Rest-vask','0','979','23.04.2019','19'
'3627','Storhaug-Tårngt-Vinkelgt','58.9704400','5.7405900','Papir','0','2360','23.04.2019',' '
'976','Storhaug-Vaisenhusgt-1','58.9670100','5.7366600','Papir','0','761','23.04.2019','11'
'543','Storhaug-Vaisenhusgt-1','58.9670100','5.7366600','Rest-vask','0','1399','23.04.2019','21'
'391','Storhaug-Vaisenhusgt-2','58.9690051','5.7371328','Papir','0','1860','23.04.2019','19'
'2798','Storhaug-Vaisenhusgt-2','58.9690051','5.7371328','Bio','0','2223','12.04.2019','23'
'3461','Storhaug-Vaisenhusgt-2','58.9690051','5.7371328','Rest-vask','0','1659','23.04.2019','21'
'3775','Storholen - 1','58.8173943','5.7015133','Restavfall','145','60','23.04.2019',' '
'1612','Storholen - 1','58.8173943','5.7015133','Papir','62','1573','23.04.2019','17'
'1653','Storholen - 1','58.8173943','5.7015133','Bio','72','2223','12.04.2019','15'
'1385','Storholen - 2','58.8176575','5.7032351','Restavfall','327','2021','23.04.2019','17'
'1412','Storholen - 2','58.8176575','5.7032351','Papir','45','2223','23.04.2019','17'
'2776','Storholen - 2','58.8176575','5.7032351','Bio','69','2223','12.04.2019','15'
'2074','Storrvegen 1 - Klepp','58.7850733','5.6271283','Restavfall','304','1080','22.04.2019','23'
'2038','Storrvegen 1 - Klepp','58.7850733','5.6271283','Bio','257','1945','21.04.2019','21'
'2092','Storrvegen 1 - Klepp','58.7850733','5.6271283','Restavfall','25','701','23.04.2019','1'
'2059','Storrvegen 1 - Klepp','58.7850733','5.6271283','Restavfall','61','1599','23.04.2019','1'
'3260','Storrvegen 1 - Klepp','58.7850733','5.6271283','Papir','49','1222','23.04.2019','21'
'3754','Storrvegen 1 - Klepp','58.7850733','5.6271283','Glass/metall','71','1712','23.04.2019','23'
'3538','Storrvegen 1 - Klepp','58.7850733','5.6271283','Papir','14','1194','23.04.2019','21'
'2967','Storrvegen 2 - Klepp','58.7844333','5.6297300','Restavfall','119','955','23.04.2019','21'
'2975','Storrvegen 2 - Klepp','58.7844333','5.6297300','Papir','11','1221','20.04.2019','21'
'2965','Storrvegen 2 - Klepp','58.7844333','5.6297300','Bio','146','2266','23.04.2019','19'
'2928','Storrvegen 2 - Klepp','58.7844333','5.6297300','Restavfall','11','1130','23.04.2019','19'
'2896','Storrvegen 2 - Klepp','58.7844333','5.6297300','Glass/metall','51','2284','23.04.2019','19'
'884','Ståle Kyllingstad vei - 1','58.8680267','5.7362599','Bio','39','0','23.04.2019','15'
'1050','Ståle Kyllingstad vei - 1','58.8680267','5.7362599','Papir','77','2098','23.04.2019','19'
'2946','Ståle Kyllingstad vei - 1','58.8680267','5.7362599','Restavfall','123','2091','23.04.2019','17'
'3699','Ståle Kyllingstad vei - 2','58.8683350','5.7340567','Papir','94','2360','23.04.2019',' '
'3684','Ståle Kyllingstad vei - 2','58.8683350','5.7340567','Restavfall','263','2360','23.04.2019',' '
'3212','Ståle Kyllingstad vei - 2','58.8683350','5.7340567','Bio','34','2266','18.04.2019','23'
'1981','Ståle Kyllingstads vei 8','58.8683300','5.7333383','Restavfall','259','798','23.04.2019','19'
'2471','Ståle Kyllingstads vei 8','58.8683300','5.7333383','Papir','101','1970','23.04.2019','19'
'2076','Ståle Kyllingstads vei 8','58.8683300','5.7333383','Bio','48','2167','23.04.2019','1'
'1465','Ståle Kyllingstads vei 8','58.8683300','5.7333383','Glass/metall','96','2193','23.04.2019','17'
'1275','Ståle Kyllingstadsvei 4','58.8679669','5.7351043','Restavfall','275','764','23.04.2019','21'
'1711','Ståle Kyllingstadsvei 4','58.8679669','5.7351043','Papir','105','1938','23.04.2019','19'
'2707','Ståle Kyllingstadsvei 4','58.8679669','5.7351043','Bio','47','2266','23.04.2019','21'
'3592','Ståle Kyllingstadsvei 4','58.8679669','5.7351043','Restavfall','131','2241','23.04.2019','19'
'2293','Støperikvartalet','58.8506383','5.7353900','Restavfall','86','2091','16.04.2019',' '
'2326','Støperikvartalet','58.8506383','5.7353900','Glass/metall','151','2026','23.04.2019','21'
'2283','Støperikvartalet','58.8506383','5.7353900','Restavfall','150','1258','23.04.2019','25'
'2314','Støperikvartalet','58.8506383','5.7353900','Bio','203','969','23.04.2019','25'
'2292','Støperikvartalet','58.8506383','5.7353900','Papir','162','1311','23.04.2019','23'
'2514','Støperikvartalet','58.8506383','5.7353900','Papir','18','0','23.04.2019','19'
'3196','Sunde skole','58.9620317','5.6208850','Rest-næring','18','821','23.04.2019','21'
'3184','Sunde skole','58.9620317','5.6208850','Papir-næring','9','659','23.04.2019','21'
'2670','Sundelia barnehage','58.9643021','5.6129565','Papir-næring','46','1103','23.04.2019','19'
'1176','Sundelia barnehage','58.9643021','5.6129565','Rest-næring','56','1216','23.04.2019',' '
'2004','Sverdrupsgate 27','58.9731064','5.7191167','Papir','222','1466','23.04.2019','21'
'3040','Sverdrupsgate 27','58.9731064','5.7191167','Restavfall','136','2032','23.04.2019','19'
'928','Sverdrupsgate 27','58.9731064','5.7191167','Bio','10','0','23.04.2019',' '
'3172','Svertingstad gård','58.7249717','5.6413717','Restavfall','235','1439','23.04.2019','21'
'3173','Svertingstad gård','58.7249717','5.6413717','Papir','110','2030','23.04.2019','19'
'3070','Svertingstad gård','58.7249717','5.6413717','Bio','73','1973','23.04.2019','19'
'1609','Svertingstad gård','58.7249717','5.6413717','Glass/metall','25','2008','23.04.2019','21'
'3760','Svertingstad gård','58.7249717','5.6413717','Restavfall','65','518','23.04.2019',' '
'3716','Svertingstad gård','58.7249717','5.6413717','Papir','21','958','23.04.2019',' '
'2699','Sølvspenneveien velf.','58.9054100','5.7309600','Bio','75','2266','17.04.2019',' '
'2055','Sølvspenneveien velf.','58.9054100','5.7309600','Papir','47','1646','23.04.2019','1'
'2964','Sølvspenneveien velf.','58.9054100','5.7309600','Restavfall','132','721','23.04.2019','25'
'1556','Søra Bråde - 1','58.9541383','5.6362050','Restavfall','10','1358','23.04.2019','19'
'3613','Søra Bråde - 1','58.9541383','5.6362050','Papir','46','1774','23.04.2019','19'
'1529','Søra Bråde - 1','58.9541383','5.6362050','Bio','91','1489','23.04.2019','19'
'366','Søra Bråde - Rytterveien','58.9524727','5.6373033','Bio','226','0','23.04.2019','17'
'3105','Søra Bråde - Rytterveien','58.9524727','5.6373033','Papir','52','1220','23.04.2019','19'
'2250','Søra Bråde -Rytterveien','58.9524727','5.6373033','Restavfall','8','1323','23.04.2019','21'
'2636','Søra Bråde BOAS','58.9525017','5.6408317','Restavfall','189','1437','23.04.2019','17'
'2099','Søra Bråde BOAS','58.9525017','5.6408317','Papir','73','1817','23.04.2019','17'
'2575','Sørbø barnehage - 2','58.8286583','5.7313983','Rest-næring','53','2321','22.04.2019','17'
'2595','Sørbø barnehage - 2','58.8286583','5.7313983','Papir-næring','6','2149','23.04.2019','19'
'2238','Sørbø skole','58.8260211','5.7292912','Rest-næring','13','1','23.04.2019','23'
'2242','Sørbø skole','58.8260211','5.7292912','Papir-næring','20','507','23.04.2019','21'
'537','Sørbøbakken - 2','58.8324950','5.7261250','Bio','119','0','23.04.2019','19'
'636','Sørbøbakken - 2','58.8324950','5.7261250','Papir','0','1323','23.04.2019','19'
'2745','Sørbøbakken - 2','58.8324950','5.7261250','Restavfall','194','1015','23.04.2019','21'
'3661','Sørbøbakken 1','58.8317719','5.7273469','Papir','26','0','17.04.2019','33'
'3685','Sørbøbakken 1','58.8317719','5.7273469','Restavfall','122','2360','23.04.2019',' '
'1744','Sørbøbakken 1','58.8317719','5.7273469','Bio','146','1503','23.04.2019','17'
'2094','Sørbøhagane - 4','58.8264017','5.7329117','Papir','62','1686','23.04.2019','1'
'2093','Sørbøhagane - 4','58.8264017','5.7329117','Bio','180','1293','04.04.2019','21'
'1989','Sørbøhagane - 4','58.8264017','5.7329117','Glass/metall','61','2209','23.04.2019','21'
'2096','Sørbøhagane - 4','58.8264017','5.7329117','Restavfall','185','1681','23.04.2019','23'
'2206','Sørbøhagane 5','58.8268733','5.7349500','Bio','129','2223','04.04.2019','1'
'2160','Sørbøhagane 5','58.8268733','5.7349500','Glass/metall','58','2249','23.04.2019','1'
'2118','Sørbøhagane 5','58.8268733','5.7349500','Papir','48','2064','23.04.2019','1'
'1362','Sørbøhagane 5','58.8268733','5.7349500','Restavfall','181','1513','23.04.2019','23'
'2824','Sørbøhagane-1','58.8281784','5.7304935','Restavfall','178','1344','23.04.2019','21'
'1528','Sørbøhagane-1','58.8281784','5.7304935','Restavfall','99','668','23.04.2019','19'
'3085','Sørbøhagane-1','58.8281784','5.7304935','Papir','44','1289','23.04.2019','19'
'3528','Sørbøhagane-1','58.8281784','5.7304935','Bio','167','2223','04.04.2019',' '
'1399','Sørbøhagane-2','58.8270454','5.7320232','Restavfall','212','2195','23.04.2019','15'
'1402','Sørbøhagane-2','58.8270454','5.7320232','Glass/metall','83','647','23.04.2019',' '
'1421','Sørbøhagane-2','58.8270454','5.7320232','Papir','51','2010','23.04.2019','19'
'2810','Sørbøhagane-2','58.8270454','5.7320232','Bio','243','2223','04.04.2019','27'
'2187','Sørbøhagen barnehage','58.8270100','5.7320167','Rest-næring','52','1060','10.04.2019','1'
'2172','Sørbøhagen barnehage','58.8270100','5.7320167','Papir-næring','12','1787','23.04.2019','1'
'3703','Sørkvie-Ulsbergbakken',,,'Restavfall','135','60','23.04.2019','41'
'3696','Sørkvie-Ulsbergbakken',,,'Papir','17','1446','23.04.2019',' '
'3710','Sørkvie-Ulsbergbakken',,,'Bio','29','822','23.04.2019',' '
'3443','Sørmarka arena','58.9404564','5.7225666','Rest-næring','65','1181','23.04.2019','17'
'1324','Sørmarka arena','58.9404564','5.7225666','Papir-næring','32','1812','23.04.2019',' '
'1166','Sørmarka borettslag','58.9358368','5.7225366','Bio','44','1812','23.04.2019','17'
'1129','Sørmarka borettslag','58.9358368','5.7225366','Papir','104','1925','23.04.2019','17'
'2990','Sørmarka borettslag','58.9358368','5.7225366','Restavfall','63','1135','23.04.2019','19'
'1899','Tabo - 2','58.9397535','5.5757151','Rest-næring','1','1100','23.04.2019','1'
'2936','Tabo - 2','58.9397535','5.5757151','Rest-næring','1','1285','23.04.2019','15'
'1900','Tabo - 2','58.9397535','5.5757151','Papir-næring','0','1573','16.04.2019','1'
'2650','Tabo - 2','58.9397535','5.5757151','Bio-næring','0','0','17.04.2019',' '
'3089','TaBo sykehjem','58.9402500','5.5769900','Rest-næring','1','1080','23.04.2019','17'
'838','TaBo sykehjem','58.9402500','5.5769900','Bio-næring','0','0','23.04.2019','15'
'1005','TaBo sykehjem','58.9402500','5.5769900','Rest-næring','0','680','23.04.2019','17'
'1334','TaBo sykehjem','58.9402500','5.5769900','Papir','0','1260','23.04.2019','17'
'1807','Tananger Leilighetshotell','58.9167312','5.6026509','Rest-næring','0','2341','23.04.2019','1'
'1630','Tananger Leilighetshotell','58.9167312','5.6026509','Rest-næring','0','2360','23.04.2019',' '
'1773','Tananger Leilighetshotell','58.9167312','5.6026509','Papir-næring','0','2016','23.04.2019','1'
'1626','Tananger ungdomsskole','58.9366000','5.5987800','Papir-næring','5','1426','23.04.2019','15'
'3564','Tananger ungdomsskole','58.9366000','5.5987800','Rest-næring','12','1203','23.04.2019','17'
'1993','Tangarholen','58.7711033','5.6760617','Restavfall','61','2223','16.04.2019',' '
'2180','Tangarholen','58.7711033','5.6760617','Papir','50','1226','23.04.2019','19'
'1108','Tangarholen','58.7711033','5.6760617','Bio','269','1973','23.04.2019',' '
'1343','Tangarholen','58.7711033','5.6760617','Glass/metall','98','1574','23.04.2019','19'
'3877','Tangarholen',,,'Restavfall','91','20','10.04.2019',' '
'1351','Tasta bydelshus','58.9900284','5.6846852','Rest-næring','70','2247','23.04.2019','17'
'1633','Tasta bydelshus','58.9900284','5.6846852','Papir-næring','60','2114','23.04.2019','19'
'2483','Tasta skole','58.9834783','5.6808933','Papir-næring','94','1265','23.04.2019','19'
'3604','Tasta skole','58.9834783','5.6808933','Rest-næring','67','1960','23.04.2019','21'
'2215','Tastagata','58.9800400','5.7144183','Restavfall','103','1100','23.04.2019',' '
